interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
1900.00;2000.00;EdgeMesurements;0;1.40;0;0;12;5;5;0.47;1;0.23;479.45;66.65;1.00;0.07;62.48;502.97;53.00
1900.00;2000.00;EdgeMesurements;0;0.86;0;1;13;0;0;0.29;2;0.14;39.92;40.78;12.07;0.87;7.83;38.04;0.00
1900.00;2000.00;EdgeMesurements;3;3.34;0;6;14;2;2;1.11;2;0.55;38.42;157.88;12.44;0.90;14.91;37.82;0.00
1900.00;2000.00;EdgeMesurements;0;153.33;0;48;15;16;16;51.11;37;25.44;189.00;7249.60;2.53;0.18;5869.29;188.24;2454.00
1900.00;2000.00;EdgeMesurements;0;110.40;0;24;16;55;55;36.80;30;18.34;190.67;5219.78;2.51;0.18;4273.15;190.11;1878.00
1900.00;2000.00;EdgeMesurements;0;98.24;5;12;17;4;4;32.75;16;16.32;234.52;4644.88;2.04;0.15;3949.52;233.54;1744.00
1900.00;2000.00;EdgeMesurements;0;22.32;1;6;18;6;6;7.44;1;3.71;127.81;1055.32;3.74;0.27;777.48;126.47;651.00
1900.00;2000.00;EdgeMesurements;0;49.74;10;8;19;24;25;16.58;0;8.28;157.01;2351.50;3.04;0.22;1837.58;155.37;1609.00
1900.00;2000.00;EdgeMesurements;0;28.26;0;43;2;31;31;9.42;35;4.64;38.94;1347.32;12.37;0.89;143.78;38.44;0.00
1900.00;2000.00;EdgeMesurements;0;130.54;3;0;20;0;0;43.51;3;21.75;2079.48;6171.92;0.23;0.02;6065.62;2078.57;4489.00
1900.00;2000.00;EdgeMesurements;2;111.07;2;30;21;34;34;37.02;22;18.45;227.72;5251.51;2.10;0.15;4419.86;226.67;2293.00
1900.00;2000.00;EdgeMesurements;0;13.40;4;7;22;17;18;4.47;14;2.19;49.98;633.34;9.56;0.69;192.09;47.98;59.00
1900.00;2000.00;EdgeMesurements;3;94.64;10;11;23;11;11;31.55;7;15.75;280.86;4474.42;1.70;0.12;3933.44;279.23;2853.00
1900.00;2000.00;EdgeMesurements;0;64.31;3;15;24;6;6;21.44;19;10.68;167.96;3040.43;2.84;0.20;2382.00;167.23;300.00
1900.00;2000.00;EdgeMesurements;2;58.49;15;18;25;42;42;19.50;24;9.70;99.98;2765.42;4.78;0.34;1804.49;99.15;804.00
1900.00;2000.00;EdgeMesurements;0;13.63;4;4;26;7;7;4.54;12;2.24;58.86;644.32;8.12;0.58;245.49;57.50;80.00
1900.00;2000.00;EdgeMesurements;7;17.61;0;13;27;27;27;5.87;8;2.85;57.98;832.68;8.24;0.59;341.85;56.05;208.00
1900.00;2000.00;EdgeMesurements;0;19.61;0;20;28;8;8;6.54;22;3.23;37.95;935.05;12.70;0.91;110.62;37.48;0.00
1900.00;2000.00;EdgeMesurements;3;21.68;0;12;29;27;27;7.23;13;3.56;64.77;1025.04;7.38;0.53;462.57;63.69;168.00
1900.00;2000.00;EdgeMesurements;0;9.14;0;13;3;14;14;3.05;7;1.50;52.58;432.29;9.09;0.65;155.02;51.73;78.00
1900.00;2000.00;EdgeMesurements;0;21.69;0;4;30;7;7;7.23;4;3.60;216.02;1025.28;2.21;0.16;863.95;214.88;719.00
1900.00;2000.00;EdgeMesurements;0;1.68;0;2;31;0;0;0.56;2;0.27;39.80;79.59;12.01;0.86;12.59;38.95;0.00
1900.00;2000.00;EdgeMesurements;0;59.39;0;3;32;0;0;19.80;3;9.78;1028.71;2807.94;0.46;0.03;2706.83;1016.38;1727.00
1900.00;2000.00;EdgeMesurements;0;27.40;0;21;33;20;20;9.13;17;4.53;66.60;1295.44;7.17;0.52;636.90;65.84;417.00
1900.00;2000.00;EdgeMesurements;2;138.10;7;11;34;22;23;46.03;18;22.97;312.14;6529.54;1.53;0.11;5819.13;311.17;4174.00
1900.00;2000.00;EdgeMesurements;0;134.54;2;18;35;5;5;44.85;10;22.35;596.26;6360.92;0.80;0.06;5984.35;597.23;3078.00
1900.00;2000.00;EdgeMesurements;1;8.55;2;1;36;5;5;2.85;9;1.41;97.48;404.07;4.90;0.35;266.97;96.90;188.00
1900.00;2000.00;EdgeMesurements;1;93.19;1;3;37;18;18;31.06;14;15.50;644.23;4405.93;0.74;0.05;4164.58;647.29;2834.00
1900.00;2000.00;EdgeMesurements;4;78.19;10;5;38;1;1;26.06;13;12.97;242.01;3696.92;1.97;0.14;3158.37;240.23;970.00
1900.00;2000.00;EdgeMesurements;2;162.47;2;2;39;3;3;54.16;27;27.05;1202.80;7681.60;0.40;0.03;7447.98;1222.08;7011.00
1900.00;2000.00;EdgeMesurements;1;10.07;0;6;4;9;9;3.36;7;1.66;113.37;476.03;4.21;0.30;332.40;112.61;254.00
1900.00;2000.00;EdgeMesurements;3;37.71;3;13;40;16;16;12.57;31;6.23;91.20;1782.86;5.24;0.38;1116.40;90.42;585.00
1900.00;2000.00;EdgeMesurements;5;343.14;1;11;41;3;3;114.38;21;57.15;3152.10;16223.67;0.15;0.01;16042.99;3213.44;14252.00
1900.00;2000.00;EdgeMesurements;2;78.87;3;37;42;26;26;26.29;23;13.08;114.08;3729.00;4.19;0.30;2599.83;113.27;281.00
1900.00;2000.00;EdgeMesurements;0;23.37;3;3;43;4;4;7.79;8;3.87;223.23;1104.96;2.14;0.15;926.43;220.67;625.00
1900.00;2000.00;EdgeMesurements;0;26.07;8;10;44;7;7;8.69;17;4.31;79.87;1232.39;5.98;0.43;701.99;79.12;452.00
1900.00;2000.00;EdgeMesurements;0;97.77;10;10;45;11;11;32.59;4;16.28;351.62;4622.44;1.36;0.10;4160.26;348.34;3655.00
1900.00;2000.00;EdgeMesurements;0;35.94;0;28;46;35;35;11.98;21;5.93;60.46;1699.07;7.90;0.57;736.39;59.53;277.00
1900.00;2000.00;EdgeMesurements;5;13.00;0;8;47;10;10;4.33;2;2.16;85.82;614.49;5.57;0.40;380.05;85.25;334.00
1900.00;2000.00;EdgeMesurements;0;1.57;0;2;48;1;1;0.52;2;0.26;40.32;74.33;11.85;0.85;10.78;39.24;5.00
1900.00;2000.00;EdgeMesurements;0;169.40;0;1;49;30;30;56.47;8;28.23;2541.29;8009.15;0.19;0.01;7897.41;2530.81;6865.00
1900.00;2000.00;EdgeMesurements;0;77.99;0;23;5;20;20;26.00;31;12.92;162.15;3687.50;2.95;0.21;2879.52;161.44;2042.00
1900.00;2000.00;EdgeMesurements;1;6.63;0;4;50;11;11;2.21;1;1.10;114.37;313.42;4.18;0.30;217.57;113.49;205.00
1900.00;2000.00;EdgeMesurements;0;10.49;0;17;51;13;13;3.50;15;1.72;37.63;499.94;12.80;0.92;49.34;37.10;0.00
1900.00;2000.00;EdgeMesurements;4;140.73;8;7;52;8;9;46.91;2;23.44;766.71;6653.54;0.62;0.04;6344.94;761.20;5446.00
1900.00;2000.00;EdgeMesurements;0;10.37;1;0;53;0;0;3.46;7;1.72;376.45;490.16;1.27;0.09;443.97;387.58;346.00
1900.00;2000.00;EdgeMesurements;2;21.28;4;5;54;4;4;7.09;0;3.54;133.59;1005.93;3.58;0.26;735.14;132.44;654.00
1900.00;2000.00;EdgeMesurements;0;122.79;10;18;55;36;36;40.93;19;20.39;229.26;5805.39;2.08;0.15;4915.55;228.08;1091.00
1900.00;2000.00;EdgeMesurements;3;47.14;1;11;56;7;9;15.71;6;7.83;211.65;2228.66;2.26;0.16;1848.79;210.11;1373.00
1900.00;2000.00;EdgeMesurements;2;112.59;8;18;57;9;9;37.53;13;18.73;183.33;5323.13;2.61;0.19;4288.34;181.82;1407.00
1900.00;2000.00;EdgeMesurements;1;82.90;3;11;58;3;3;27.63;1;13.80;558.58;3919.53;0.86;0.06;3675.40;553.50;3223.00
1900.00;2000.00;EdgeMesurements;0;306.43;16;22;59;9;9;102.14;35;51.02;1015.33;14488.14;0.47;0.03;13990.92;1029.53;12223.00
1900.00;2000.00;EdgeMesurements;0;0.83;0;1;6;0;0;0.28;1;0.14;41.62;39.24;11.48;0.83;5.34;40.78;0.00
1900.00;2000.00;EdgeMesurements;0;47.32;8;24;60;63;63;15.77;18;7.85;77.76;2237.11;6.14;0.44;1241.99;77.08;343.00
1900.00;2000.00;EdgeMesurements;3;189.32;2;5;61;75;78;63.11;29;31.47;298.96;8951.11;1.60;0.12;7861.24;298.05;5723.00
1900.00;2000.00;EdgeMesurements;0;19.22;13;0;62;3;3;6.41;13;3.19;69.91;908.68;6.83;0.49;458.64;69.12;163.00
1900.00;2000.00;EdgeMesurements;0;5.19;2;1;63;1;2;1.73;5;0.85;72.20;245.27;6.62;0.48;118.08;70.69;52.00
1900.00;2000.00;EdgeMesurements;0;104.34;0;16;64;3;3;34.78;21;17.34;243.19;4933.05;1.96;0.14;4235.19;242.56;2029.00
1900.00;2000.00;EdgeMesurements;1;40.94;0;1;65;0;0;13.65;0;6.82;1501.45;1935.43;0.32;0.02;1890.90;1492.74;1624.00
1900.00;2000.00;EdgeMesurements;0;0.82;0;1;66;0;0;0.27;1;0.13;39.12;39.12;12.32;0.89;5.40;38.10;0.00
1900.00;2000.00;EdgeMesurements;0;95.91;0;2;67;0;0;31.97;2;15.98;3600.99;4572.98;0.13;0.01;4529.59;3591.94;3654.00
1900.00;2000.00;EdgeMesurements;0;55.98;0;17;68;7;7;18.66;28;9.29;95.38;2669.03;5.05;0.36;1696.28;94.76;920.00
1900.00;2000.00;EdgeMesurements;7;14.88;0;10;69;27;27;4.96;1;2.46;65.66;703.37;7.28;0.52;339.51;65.06;277.00
1900.00;2000.00;EdgeMesurements;4;19.23;0;15;7;17;17;6.41;10;3.17;62.79;909.23;7.61;0.55;410.29;61.81;192.00
1900.00;2000.00;EdgeMesurements;0;1.57;0;2;70;10;11;0.52;2;0.26;37.75;74.71;12.76;0.92;6.66;37.11;0.00
1900.00;2000.00;EdgeMesurements;0;61.77;0;40;71;18;18;20.59;14;10.24;106.54;2920.63;4.48;0.32;1981.78;105.57;1110.00
1900.00;2000.00;EdgeMesurements;2;15.92;0;6;72;12;12;5.31;11;2.63;105.15;752.91;4.54;0.33;491.18;104.22;346.00
1900.00;2000.00;EdgeMesurements;0;9.97;0;2;73;8;8;3.32;7;1.65;189.70;471.56;2.52;0.18;379.90;189.95;285.00
1900.00;2000.00;EdgeMesurements;0;19.41;0;16;74;29;29;6.47;13;3.20;53.72;917.86;8.89;0.64;317.95;52.88;156.00
1900.00;2000.00;EdgeMesurements;8;53.20;0;13;75;46;46;17.73;24;8.82;197.52;2515.10;2.42;0.17;2056.46;198.79;1592.00
1900.00;2000.00;EdgeMesurements;0;126.40;0;0;76;0;0;42.13;2;21.06;3597.35;5976.20;0.13;0.01;5918.48;3603.87;4352.00
1900.00;2000.00;EdgeMesurements;0;4.06;0;6;77;4;4;1.35;3;0.67;39.00;193.73;12.36;0.89;8.37;38.52;0.00
1900.00;2000.00;EdgeMesurements;0;1.18;0;3;78;0;0;0.39;2;0.19;41.83;56.11;11.52;0.83;7.89;40.82;5.00
1900.00;2000.00;EdgeMesurements;0;0.85;0;1;79;0;0;0.28;1;0.14;40.66;40.66;11.85;0.85;6.29;39.76;0.00
1900.00;2000.00;EdgeMesurements;0;169.72;0;40;8;14;14;56.57;20;28.23;296.25;8024.19;1.61;0.12;7080.22;294.94;4023.00
1900.00;2000.00;EdgeMesurements;11;7.08;0;6;80;4;4;2.36;0;1.17;36.51;354.04;13.83;1.00;4.88;36.16;0.00
1900.00;2000.00;EdgeMesurements;0;370.37;0;15;81;0;0;123.46;15;61.57;1201.08;18014.88;0.41;0.03;17475.34;1200.27;11576.00
1900.00;2000.00;EdgeMesurements;0;4.50;0;6;82;7;7;1.50;6;0.74;36.47;218.83;13.47;0.97;8.34;36.11;0.00
1900.00;2000.00;EdgeMesurements;0;388.98;0;6;83;0;0;129.66;6;64.71;3153.37;18919.88;0.16;0.01;18703.56;3152.31;13832.00
1900.00;2000.00;EdgeMesurements;12;7.01;0;9;84;7;7;2.34;0;1.16;37.13;350.61;13.60;0.98;6.31;36.77;0.00
1900.00;2000.00;EdgeMesurements;0;7.38;0;10;85;9;9;2.46;9;1.22;36.96;359.07;13.29;0.96;15.02;36.59;0.00
1900.00;2000.00;EdgeMesurements;0;341.52;0;24;86;11;11;113.84;6;56.85;1604.54;16611.47;0.31;0.02;16238.14;1596.42;11470.00
1900.00;2000.00;EdgeMesurements;30;22.01;0;32;87;18;18;7.34;0;3.63;37.93;1100.66;13.31;0.96;33.04;37.57;0.00
1900.00;2000.00;EdgeMesurements;0;27.12;0;38;88;32;32;9.04;32;4.47;38.19;1319.03;12.87;0.93;87.11;37.81;0.00
1900.00;2000.00;EdgeMesurements;34;25.68;0;34;89;23;23;8.56;0;4.24;37.85;1283.95;13.34;0.96;42.96;37.49;0.00
1900.00;2000.00;EdgeMesurements;0;152.64;0;9;90;5;5;50.88;4;25.39;1075.94;7424.29;0.46;0.03;7193.65;1070.69;5408.00
1900.00;2000.00;EdgeMesurements;0;30.04;0;38;91;30;34;10.01;33;4.95;38.89;1461.32;12.63;0.91;107.26;38.51;0.00
1900.00;2000.00;EdgeMesurements;0;368.24;15;0;92;0;0;122.75;15;61.19;1240.08;18411.83;0.41;0.03;17866.63;1233.90;8104.41
1900.00;2000.00;EdgeMesurements;0;383.54;6;0;93;2;2;127.85;6;63.77;3229.03;19177.08;0.16;0.01;18959.61;3216.15;11090.78
1900.00;2000.00;EdgeMesurements;0;76.06;18;0;94;42;42;25.35;24;12.51;192.30;3802.93;2.63;0.19;3061.25;189.30;1389.00
1900.00;2000.00;EdgeMesurements;0;136.51;14;0;95;23;23;45.50;9;22.70;545.24;6825.49;0.93;0.07;6392.90;541.43;3705.98
2000.00;2100.00;EdgeMesurements;0;0.75;0;1;0;2;2;0.25;1;0.12;34.12;35.59;14.12;1.02;2.12;33.79;0.00
2000.00;2100.00;EdgeMesurements;0;156.64;0;47;1;17;17;52.21;0;26.06;254.23;7468.55;1.90;0.14;6436.12;251.59;4741.00
2000.00;2100.00;EdgeMesurements;5;7.61;0;9;10;14;14;2.54;0;1.25;39.62;359.99;12.06;0.87;46.71;39.23;6.00
2000.00;2100.00;EdgeMesurements;0;34.46;0;19;11;16;16;11.49;24;5.69;81.61;1643.05;5.90;0.43;955.59;80.72;534.00
2000.00;2100.00;EdgeMesurements;0;0.82;0;1;13;0;0;0.27;1;0.13;39.00;39.00;12.35;0.89;6.57;37.89;0.00
2000.00;2100.00;EdgeMesurements;5;5.53;0;5;14;6;6;1.84;2;0.91;36.66;261.24;13.03;0.94;22.06;36.15;0.00
2000.00;2100.00;EdgeMesurements;0;151.93;0;20;15;27;27;50.64;35;25.26;216.11;7183.12;2.21;0.16;6005.00;215.46;2615.00
2000.00;2100.00;EdgeMesurements;0;82.42;0;16;16;23;23;27.47;25;13.69;158.39;3896.66;3.02;0.22;3023.16;157.68;994.00
2000.00;2100.00;EdgeMesurements;0;113.48;8;11;17;10;10;37.83;21;18.85;331.82;5365.15;1.44;0.10;4802.40;331.97;2557.00
2000.00;2100.00;EdgeMesurements;6;11.85;1;7;18;10;10;3.95;11;1.87;62.95;560.26;7.59;0.55;250.12;56.12;135.00
2000.00;2100.00;EdgeMesurements;0;93.70;10;12;19;24;24;31.23;3;15.60;238.60;4430.33;2.00;0.14;3780.42;236.10;3024.00
2000.00;2100.00;EdgeMesurements;0;43.77;0;49;2;27;27;14.59;49;7.20;42.66;2087.00;11.30;0.81;340.99;42.11;0.00
2000.00;2100.00;EdgeMesurements;0;130.54;3;0;20;0;0;43.51;3;21.75;2079.50;6171.91;0.23;0.02;6063.16;2078.59;4489.00
2000.00;2100.00;EdgeMesurements;4;111.31;2;28;21;52;52;37.10;22;18.48;158.27;5262.94;3.02;0.22;4092.08;157.34;1889.00
2000.00;2100.00;EdgeMesurements;3;14.28;4;5;22;14;14;4.76;10;2.35;64.68;675.21;7.39;0.53;311.34;62.55;193.00
2000.00;2100.00;EdgeMesurements;1;116.90;11;6;23;9;9;38.97;3;19.47;501.54;5527.08;0.95;0.07;5149.28;497.51;3816.00
2000.00;2100.00;EdgeMesurements;0;49.03;3;10;24;9;9;16.34;19;8.14;134.20;2318.03;3.56;0.26;1700.86;133.47;205.00
2000.00;2100.00;EdgeMesurements;0;89.58;12;27;25;58;58;29.86;23;14.86;139.76;4235.13;3.42;0.25;3185.74;138.62;872.00
2000.00;2100.00;EdgeMesurements;0;8.17;4;3;26;3;3;2.72;8;1.34;54.16;386.32;8.82;0.64;145.58;52.92;70.00
2000.00;2100.00;EdgeMesurements;2;18.80;0;10;27;23;23;6.27;0;3.12;78.23;888.64;6.11;0.44;496.42;77.49;389.00
2000.00;2100.00;EdgeMesurements;0;14.04;0;21;28;7;7;4.68;19;2.31;39.85;669.54;12.09;0.87;74.24;39.36;0.00
2000.00;2100.00;EdgeMesurements;3;24.52;0;22;29;18;18;8.17;14;4.04;55.80;1159.08;8.56;0.62;447.60;55.12;152.00
2000.00;2100.00;EdgeMesurements;0;11.76;0;4;3;6;6;3.92;15;1.94;61.00;556.17;7.83;0.56;246.80;60.28;116.00
2000.00;2100.00;EdgeMesurements;0;20.60;0;2;30;0;0;6.87;2;3.43;476.61;973.78;1.00;0.07;899.48;475.49;765.00
2000.00;2100.00;EdgeMesurements;0;3.63;0;4;31;0;0;1.21;4;0.59;42.87;171.46;11.15;0.80;32.98;41.95;0.00
2000.00;2100.00;EdgeMesurements;1;57.45;0;2;32;1;1;19.15;0;9.57;907.73;2716.28;0.53;0.04;2612.50;901.49;2005.00
2000.00;2100.00;EdgeMesurements;0;17.89;0;19;33;32;32;5.96;14;2.94;43.99;845.71;10.86;0.78;133.87;43.30;31.00
2000.00;2100.00;EdgeMesurements;1;147.77;8;7;34;21;21;49.26;21;24.58;452.77;6986.49;1.06;0.08;6443.50;453.35;4897.00
2000.00;2100.00;EdgeMesurements;0;136.13;2;34;35;10;11;45.38;14;22.59;223.09;6436.33;2.14;0.15;5410.16;221.65;2555.00
2000.00;2100.00;EdgeMesurements;2;10.24;2;7;36;12;12;3.41;1;1.69;72.84;484.24;6.56;0.47;254.89;72.20;190.00
2000.00;2100.00;EdgeMesurements;1;82.43;1;4;37;0;2;27.48;2;13.73;1126.20;3897.44;0.42;0.03;3770.05;1120.84;3430.00
2000.00;2100.00;EdgeMesurements;1;75.22;8;4;38;0;0;25.07;6;12.52;375.98;3556.31;1.27;0.09;3229.85;374.57;1995.00
2000.00;2100.00;EdgeMesurements;4;103.16;2;8;39;21;21;34.39;47;17.09;200.41;4877.19;2.38;0.17;4016.42;199.79;2249.00
2000.00;2100.00;EdgeMesurements;0;8.78;0;5;4;13;13;2.93;0;1.46;94.88;415.17;5.04;0.36;254.87;93.89;216.00
2000.00;2100.00;EdgeMesurements;0;13.95;3;10;40;27;27;4.65;6;2.29;67.26;659.73;7.10;0.51;301.90;65.49;172.00
2000.00;2100.00;EdgeMesurements;9;293.88;8;4;41;34;34;97.96;9;48.95;607.52;13894.43;0.79;0.06;13109.06;605.09;9846.00
2000.00;2100.00;EdgeMesurements;2;91.21;3;23;42;38;38;30.40;27;15.15;156.91;4312.51;3.05;0.22;3368.62;156.23;298.00
2000.00;2100.00;EdgeMesurements;0;33.84;3;6;43;9;9;11.28;1;5.64;189.75;1599.96;2.52;0.18;1320.64;187.76;1088.00
2000.00;2100.00;EdgeMesurements;0;21.15;9;5;44;7;7;7.05;18;3.50;71.27;999.74;6.70;0.48;520.33;70.64;350.00
2000.00;2100.00;EdgeMesurements;10;108.59;9;3;45;12;12;36.20;20;18.02;420.91;5134.20;1.14;0.08;4704.42;421.07;3245.00
2000.00;2100.00;EdgeMesurements;0;27.02;0;27;46;23;23;9.01;37;4.44;48.30;1277.52;9.89;0.71;380.87;47.47;136.00
2000.00;2100.00;EdgeMesurements;5;12.68;0;7;47;13;13;4.23;7;2.09;69.25;599.68;6.90;0.50;292.75;68.07;215.00
2000.00;2100.00;EdgeMesurements;0;0.56;0;0;48;0;0;0.19;1;0.09;157.89;26.66;3.03;0.22;20.95;158.62;12.00
2000.00;2100.00;EdgeMesurements;0;160.09;0;1;49;6;6;53.36;2;26.66;10527.52;7569.29;0.05;0.00;7543.97;10726.74;7022.00
2000.00;2100.00;EdgeMesurements;0;56.13;0;22;5;14;14;18.71;32;9.30;107.71;2654.04;4.44;0.32;1817.80;107.15;1184.00
2000.00;2100.00;EdgeMesurements;0;5.71;0;2;50;4;4;1.90;5;0.94;73.22;269.81;6.53;0.47;142.57;72.45;94.00
2000.00;2100.00;EdgeMesurements;0;20.91;0;15;51;18;18;6.97;29;3.45;40.05;997.00;12.03;0.87;131.99;39.54;0.00
2000.00;2100.00;EdgeMesurements;2;137.51;1;2;52;5;5;45.84;2;22.92;3903.28;6501.46;0.12;0.01;6443.86;3886.60;6430.00
2000.00;2100.00;EdgeMesurements;0;3.95;1;3;53;4;4;1.32;0;0.66;67.85;186.64;7.04;0.51;96.19;67.14;75.00
2000.00;2100.00;EdgeMesurements;0;33.42;4;5;54;3;3;11.14;5;5.40;184.47;1580.09;2.59;0.19;1291.84;177.20;758.00
2000.00;2100.00;EdgeMesurements;0;131.39;8;5;55;58;58;43.80;25;21.85;526.16;6212.23;0.91;0.07;5796.06;530.50;3712.00
2000.00;2100.00;EdgeMesurements;4;49.78;1;17;56;10;10;16.59;23;8.24;142.40;2353.70;3.36;0.24;1758.88;141.89;1454.00
2000.00;2100.00;EdgeMesurements;5;138.12;8;13;57;42;42;46.04;7;22.99;431.86;6530.10;1.11;0.08;6005.69;430.37;4871.00
2000.00;2100.00;EdgeMesurements;3;105.55;3;6;58;14;14;35.18;2;17.58;754.14;4990.36;0.63;0.05;4756.99;750.19;3796.00
2000.00;2100.00;EdgeMesurements;0;245.74;0;0;59;19;19;81.91;35;40.91;534.06;11618.51;0.89;0.06;10839.78;537.37;8557.00
2000.00;2100.00;EdgeMesurements;0;3.38;0;4;6;0;0;1.13;4;0.55;40.41;159.91;11.82;0.85;19.17;39.53;0.00
2000.00;2100.00;EdgeMesurements;0;63.32;8;27;60;44;44;21.11;24;10.50;110.12;2993.92;4.34;0.31;2045.80;109.30;389.00
2000.00;2100.00;EdgeMesurements;4;177.13;2;13;61;19;20;59.04;16;29.44;543.33;8374.93;0.88;0.06;7816.07;543.77;5730.00
2000.00;2100.00;EdgeMesurements;0;15.29;12;1;62;2;2;5.10;17;2.53;56.44;723.14;8.47;0.61;274.13;55.56;84.00
2000.00;2100.00;EdgeMesurements;0;14.72;2;12;63;17;17;4.91;3;2.43;56.52;696.01;8.45;0.61;251.18;55.66;91.00
2000.00;2100.00;EdgeMesurements;0;93.79;0;20;64;11;11;31.26;21;15.59;199.38;4434.53;2.40;0.17;3650.23;198.67;1558.00
2000.00;2100.00;EdgeMesurements;1;27.26;0;1;65;0;0;9.09;8;4.52;442.80;1289.04;1.08;0.08;1185.42;445.68;728.00
2000.00;2100.00;EdgeMesurements;0;1.69;0;2;66;0;0;0.56;2;0.27;40.21;80.42;11.98;0.86;11.18;39.01;0.00
2000.00;2100.00;EdgeMesurements;0;96.48;0;0;67;0;0;32.16;0;16.08;6410.37;4600.00;0.08;0.01;4575.13;6343.84;3692.00
2000.00;2100.00;EdgeMesurements;0;43.93;0;29;68;13;13;14.64;11;7.27;83.06;2094.46;5.80;0.42;1235.05;81.97;516.00
2000.00;2100.00;EdgeMesurements;2;14.08;0;10;69;12;12;4.69;1;2.33;116.20;665.73;4.11;0.30;474.06;115.29;410.00
2000.00;2100.00;EdgeMesurements;0;35.56;0;16;7;14;14;11.85;0;5.91;110.62;1681.38;4.32;0.31;1152.99;109.46;965.00
2000.00;2100.00;EdgeMesurements;0;0.80;0;1;70;8;8;0.27;0;0.13;40.52;38.00;11.89;0.86;1.18;40.10;0.00
2000.00;2100.00;EdgeMesurements;0;115.55;0;31;71;19;19;38.52;16;19.19;236.15;5463.11;2.02;0.15;4665.39;234.79;2225.00
2000.00;2100.00;EdgeMesurements;1;13.15;0;5;72;12;12;4.38;6;2.18;123.32;621.51;3.87;0.28;451.95;122.71;386.00
2000.00;2100.00;EdgeMesurements;0;10.82;0;8;73;2;2;3.61;5;1.79;65.34;511.65;7.31;0.53;225.66;64.56;160.00
2000.00;2100.00;EdgeMesurements;0;18.65;0;18;74;33;33;6.22;16;3.07;51.78;881.65;9.23;0.66;279.52;50.99;96.00
2000.00;2100.00;EdgeMesurements;2;38.67;0;19;75;41;41;12.89;26;6.33;94.68;1828.49;5.05;0.36;1148.96;93.07;793.00
2000.00;2100.00;EdgeMesurements;0;122.17;0;0;76;0;0;40.72;2;20.36;3051.31;5776.23;0.16;0.01;5710.36;3052.02;4241.00
2000.00;2100.00;EdgeMesurements;0;1.49;0;1;77;3;3;0.50;4;0.24;34.91;70.94;13.80;0.99;6.28;34.38;0.00
2000.00;2100.00;EdgeMesurements;0;6.92;0;4;78;10;10;2.31;6;1.14;54.53;330.09;8.83;0.64;115.75;53.43;38.00
2000.00;2100.00;EdgeMesurements;0;1.07;0;2;79;0;0;0.36;0;0.17;37.23;51.11;12.94;0.93;4.15;36.85;0.00
2000.00;2100.00;EdgeMesurements;0;204.53;0;36;8;10;10;68.18;23;34.01;411.70;9669.95;1.16;0.08;8840.11;410.93;5156.00
2000.00;2100.00;EdgeMesurements;6;7.27;0;13;80;7;7;2.42;0;1.20;37.11;363.28;13.61;0.98;5.71;36.74;0.00
2000.00;2100.00;EdgeMesurements;0;370.34;0;15;81;0;0;123.45;15;61.57;1200.67;18013.39;0.41;0.03;17473.95;1199.90;11576.00
2000.00;2100.00;EdgeMesurements;0;10.60;0;14;82;17;17;3.53;13;1.74;37.02;515.36;13.27;0.96;25.29;36.66;0.00
2000.00;2100.00;EdgeMesurements;0;388.97;0;6;83;0;0;129.66;6;64.71;3152.95;18919.67;0.16;0.01;18703.27;3151.91;13832.00
2000.00;2100.00;EdgeMesurements;13;9.50;0;13;84;8;8;3.17;0;1.57;36.27;474.77;13.92;1.00;5.72;35.91;0.00
2000.00;2100.00;EdgeMesurements;0;9.88;0;13;85;15;15;3.29;13;1.63;36.65;480.50;13.41;0.97;17.86;36.29;0.00
2000.00;2100.00;EdgeMesurements;0;365.17;0;11;86;8;8;121.72;6;60.79;3045.08;17762.05;0.16;0.01;17551.89;3044.89;14198.00
2000.00;2100.00;EdgeMesurements;42;28.35;0;37;87;21;21;9.45;0;4.69;36.85;1417.51;13.71;0.99;50.75;36.49;0.00
2000.00;2100.00;EdgeMesurements;0;26.57;0;32;88;33;34;8.86;36;4.37;37.78;1292.51;13.01;0.94;83.81;37.41;0.00
2000.00;2100.00;EdgeMesurements;40;28.23;0;36;89;27;27;9.41;0;4.66;38.16;1411.60;13.23;0.95;62.12;37.79;0.00
2000.00;2100.00;EdgeMesurements;0;176.76;0;19;90;15;15;58.92;4;29.41;508.55;8597.80;0.97;0.07;8009.82;504.34;5976.00
2000.00;2100.00;EdgeMesurements;0;25.73;0;32;91;44;46;8.58;36;4.23;37.55;1251.70;13.09;0.94;77.95;37.17;0.00
2000.00;2100.00;EdgeMesurements;0;368.22;15;0;92;0;0;122.74;15;61.19;1239.94;18410.88;0.41;0.03;17867.95;1233.76;8105.46
2000.00;2100.00;EdgeMesurements;0;383.54;6;0;93;2;2;127.85;6;63.77;3228.66;19177.10;0.16;0.01;18959.79;3215.81;11085.79
2000.00;2100.00;EdgeMesurements;0;77.98;18;0;94;29;29;25.99;11;12.57;266.71;3898.79;1.89;0.14;3347.36;256.05;3097.00
2000.00;2100.00;EdgeMesurements;0;143.58;23;0;95;19;19;47.86;19;23.87;348.65;7178.86;1.45;0.10;6423.77;346.80;3704.99
